battery_id,manufacturer,chemistry,capacity_kWh,charge_cycles,avg_temp_celsius,discharge_rate_c,charge_rate_c,avg_soc_percent,storage_time_months,fast_charge_ratio,calendar_age_years,capacity_retained_percent
BAT008865,,LFP,87.13,377,25.66,1.286,1.282,71.61,,0.32,5.67,89.17
BAT008866,CATL,NMC,74.03,611,,2.23,0.707,44.5,6.2,0.211,0.1,88.58
BAT008867,LG Chem,NMC,67.58,624,22.58,,1.461,90.0,4.7,,0.86,85.91
BAT008868,CATL,NMC,,457,8.76,2.236,0.884,54.96,0.7,0.089,0.96,92.7
BAT008869,CATL,NMC,75.38,,23.3,0.749,0.981,41.46,5.0,0.34,0.72,89.04
BAT008870,Panasonic,NMC,75.9,354,10.8,1.172,,90.0,1.3,0.264,0.36,91.96
BAT008871,Samsung SDI,,51.73,649,23.22,2.031,1.093,67.97,3.2,0.426,1.81,85.62
BAT008872,Tesla,NCA,64.28,822,17.42,0.785,1.21,70.21,,0.208,0.64,87.03
BAT008873,CATL,LFP,86.28,461,26.87,0.5,1.196,62.04,3.7,0.628,1.42,89.91
BAT008874,Tesla,NMC,58.48,387,24.79,0.5,0.637,18.66,13.0,0.119,1.16,93.48
BAT008875,Samsung SDI,LFP,78.99,697,20.35,0.72,1.072,41.29,13.3,0.257,1.65,87.77
BAT008876,,LFP,,282,31.59,0.989,1.283,63.43,3.1,0.156,,94.29
BAT008877,Tesla,NMC,82.06,985,,1.477,1.126,,2.6,0.16,0.54,85.64
BAT008878,Panasonic,LFP,,743,22.36,1.512,1.085,45.23,13.9,0.006,0.25,95.36
BAT008879,Panasonic,LFP,84.42,360,22.47,0.902,1.315,49.98,1.8,0.386,,89.93
BAT008880,Panasonic,LFP,65.64,1066,22.31,1.091,1.071,59.63,3.0,0.413,0.63,85.21
BAT008881,CATL,LFP,52.99,513,,1.393,0.812,51.53,16.0,0.256,2.63,89.69
BAT008882,LG Chem,LFP,61.9,533,19.54,1.451,1.206,78.69,10.6,,3.91,
BAT008883,Tesla,NMC,,50,25.49,0.738,0.5,58.5,0.5,0.383,3.05,
BAT008884,Panasonic,NCA,56.99,1439,21.47,1.712,1.24,50.32,0.5,0.134,7.83,73.08
BAT008885,BYD,NMC,59.39,235,20.5,1.346,1.504,47.88,7.5,0.062,1.23,93.64
BAT008886,CATL,NCA,59.31,860,28.31,1.786,0.5,37.69,6.5,0.15,0.1,89.13
BAT008887,BYD,NMC,47.31,889,18.45,0.5,0.554,24.46,9.1,0.429,0.41,85.67
BAT008888,CATL,NMC,57.79,106,28.65,0.899,0.909,58.7,8.5,0.195,2.12,90.78
BAT008889,Panasonic,LFP,90.01,824,27.17,1.092,1.051,74.34,0.6,0.56,2.68,85.96
BAT008890,Tesla,NMC,64.25,208,34.29,,0.647,57.75,,0.181,3.63,89.24
BAT008891,Panasonic,LFP,48.77,449,12.69,0.5,0.5,60.16,0.2,0.04,2.78,90.66
BAT008892,BYD,NMC,67.33,411,32.13,0.5,1.248,65.08,2.8,0.133,0.1,91.46
BAT008893,Samsung SDI,LFP,,922,22.88,0.5,1.165,56.29,5.2,0.358,0.45,88.81
BAT008894,LG Chem,,47.54,515,12.49,1.952,0.844,90.0,0.3,0.196,5.41,84.24
BAT008895,Tesla,NMC,89.3,223,20.39,1.075,1.237,45.29,0.5,0.183,0.8,94.9
BAT008896,Tesla,NMC,53.39,433,28.58,0.5,1.344,62.92,0.9,0.206,0.49,
BAT008897,Panasonic,LFP,69.07,1605,24.4,0.505,1.096,81.46,0.3,0.16,0.3,81.13
BAT008898,CATL,LFP,68.88,305,34.43,0.5,1.283,41.6,1.6,,1.23,94.55
BAT008899,Tesla,LFP,66.58,456,22.63,1.683,0.5,33.0,3.7,0.15,,95.24
BAT008900,Samsung SDI,NCA,,431,24.77,1.322,1.334,32.87,2.4,0.55,0.19,88.48
BAT008901,Panasonic,LFP,,625,23.71,0.934,0.848,56.21,0.5,0.519,0.69,88.52
BAT008902,,NCA,74.39,516,,0.565,1.031,46.44,0.2,0.288,1.24,85.05
BAT008903,BYD,NMC,65.91,555,24.8,0.824,0.5,67.22,2.3,0.307,2.33,89.76
BAT008904,BYD,NMC,81.86,610,23.47,1.155,1.434,56.62,0.5,0.174,4.27,88.27
BAT008905,CATL,NMC,78.11,480,25.61,1.325,0.744,56.45,0.5,0.14,0.25,92.65
BAT008906,CATL,NMC,64.96,722,25.42,2.71,0.723,40.49,0.1,0.085,0.11,90.02
BAT008907,CATL,NMC,75.63,768,25.01,1.668,1.615,44.91,8.5,0.034,,88.75
BAT008908,CATL,NMC,,2069,25.68,0.911,1.261,52.78,4.7,0.303,3.06,73.56
BAT008909,CATL,LFP,62.01,956,32.7,0.5,,90.0,4.2,0.028,1.14,
BAT008910,Samsung SDI,LFP,87.09,722,18.16,1.219,1.593,,1.7,0.332,2.59,90.12
BAT008911,BYD,NCA,81.7,754,19.93,1.307,1.072,63.34,1.4,0.427,,118.32
BAT008912,BYD,NCA,86.56,650,34.92,0.783,0.947,63.46,6.3,0.11,0.59,84.49
BAT008913,BYD,NMC,,764,33.89,1.626,1.288,58.26,0.6,0.254,0.57,83.21
BAT008914,Panasonic,NMC,61.69,282,26.81,0.99,,48.35,1.2,0.528,2.74,89.91
BAT008915,Tesla,NMC,90.02,524,39.17,0.715,0.5,42.2,1.3,0.642,0.58,83.28
BAT008916,,NMC,70.54,899,28.42,2.149,0.5,47.26,0.3,0.357,2.03,85.45
BAT008917,LG Chem,NMC,88.94,1077,38.12,0.923,0.838,57.31,4.1,,8.2,74.87
BAT008918,BYD,LFP,73.12,485,,1.422,1.298,62.04,0.6,0.138,0.1,92.29
BAT008919,LG Chem,NMC,79.7,122,36.39,0.588,0.707,68.4,9.3,0.17,0.74,95.14
BAT008920,CATL,LFP,80.15,451,,0.62,1.659,47.77,,0.138,0.28,95.85
BAT008921,LG Chem,LFP,87.2,916,29.68,0.537,1.232,49.37,0.8,0.091,1.86,86.67
BAT008922,Tesla,NMC,50.48,209,24.42,1.898,0.631,46.32,4.5,0.526,0.3,93.62
BAT008923,CATL,NMC,51.35,659,15.63,0.5,1.578,60.15,0.3,0.103,0.75,92.85
BAT008924,BYD,NCA,85.08,,34.35,2.589,1.228,64.34,2.0,0.051,0.64,91.92
BAT008925,Tesla,NMC,80.35,908,33.36,0.5,1.008,71.6,7.2,,4.81,81.63
BAT008926,CATL,NMC,63.37,831,23.98,0.5,1.366,45.08,1.1,0.06,0.6,92.41
BAT008927,CATL,,80.46,376,4.04,0.5,1.067,57.74,4.2,0.544,2.51,90.03
BAT008928,Tesla,NMC,53.88,577,25.41,1.47,1.087,41.0,7.3,0.084,5.6,85.52
BAT008929,,NMC,120.0,470,12.3,1.011,1.334,39.3,7.2,0.684,3.7,83.19
BAT008930,Samsung SDI,LFP,94.67,290,15.57,0.656,1.178,46.0,4.2,0.602,0.15,91.97
BAT008931,LG Chem,NMC,84.33,659,22.9,0.5,0.886,58.3,0.4,0.175,0.5,87.43
BAT008932,Panasonic,NMC,76.13,740,29.31,1.188,1.264,73.51,8.3,,4.24,86.2
BAT008933,Tesla,NMC,65.72,529,23.7,0.678,0.599,90.0,2.3,0.394,0.44,88.92
BAT008934,CATL,LFP,55.35,687,21.11,0.5,1.194,50.88,3.4,0.564,5.92,82.93
BAT008935,CATL,NMC,73.29,662,19.21,0.862,1.488,59.26,1.5,0.366,0.13,90.07
BAT008936,CATL,NMC,62.1,646,42.07,0.5,1.318,57.8,2.7,0.101,6.35,78.35
BAT008937,Tesla,,62.98,890,41.71,1.559,0.5,61.23,1.4,0.325,3.4,85.2
BAT008938,Samsung SDI,NMC,53.75,600,12.2,0.85,0.899,41.87,0.5,0.21,0.21,88.39
BAT008939,LG Chem,NMC,78.74,406,20.97,1.212,0.558,60.24,0.1,0.283,0.14,92.05
BAT008940,Panasonic,NMC,69.35,315,,1.022,0.738,68.58,1.3,0.744,0.87,85.84
BAT008941,LG Chem,LFP,83.03,382,25.76,0.528,0.796,42.47,0.6,0.192,0.72,94.83
BAT008942,LG Chem,NCA,81.86,909,19.74,1.096,0.82,47.06,,0.387,0.48,86.73
BAT008943,BYD,NMC,78.44,350,26.35,0.5,0.915,36.32,8.5,0.599,0.98,89.35
BAT008944,Samsung SDI,NMC,,593,32.76,1.863,1.157,35.81,4.1,0.208,1.52,85.97
BAT008945,Panasonic,NMC,87.36,669,26.43,0.5,0.681,62.44,0.9,0.266,0.42,90.64
BAT008946,BYD,LFP,56.09,651,26.08,1.831,0.5,64.15,0.1,0.324,0.42,90.0
BAT008947,BYD,LFP,81.88,1336,26.1,1.733,,52.83,8.9,0.638,0.96,82.16
BAT008948,,LFP,74.19,456,19.78,0.5,1.01,81.98,7.7,0.153,0.32,91.19
BAT008949,,LFP,,929,28.15,0.898,0.669,44.45,1.8,0.419,1.09,82.62
BAT008950,CATL,NCA,53.68,624,32.29,0.981,0.979,58.05,0.1,0.205,4.05,80.93
BAT008951,,NCA,81.8,1350,34.47,1.154,,,1.5,0.163,2.4,73.11
BAT008952,BYD,LFP,85.46,597,28.01,0.5,0.5,40.23,1.4,0.7,0.18,92.83
BAT008953,Tesla,NMC,59.31,667,25.1,0.511,1.479,38.18,1.4,0.008,4.39,88.34
BAT008954,CATL,NMC,89.55,,38.14,1.819,1.056,66.28,0.0,0.429,4.13,75.22
BAT008955,Panasonic,NMC,79.27,474,6.76,0.5,1.139,45.59,,0.595,0.25,91.47
BAT008956,Panasonic,NMC,92.94,754,21.61,0.558,0.74,51.02,2.2,0.771,0.41,86.47
BAT008957,CATL,LFP,91.34,455,20.18,0.5,1.054,67.53,9.4,0.458,1.39,92.53
BAT008958,BYD,NMC,72.62,659,19.37,0.982,1.019,69.32,0.2,0.345,0.24,90.29
BAT008959,CATL,LFP,,380,21.48,0.942,,65.77,1.1,0.301,2.44,
BAT008960,BYD,NMC,58.14,695,38.49,1.606,1.013,71.56,7.8,0.398,0.43,86.65
BAT008961,Panasonic,LFP,110.85,414,19.7,1.96,1.008,24.45,3.2,0.197,1.64,90.57
BAT008962,LG Chem,NMC,61.82,900,35.69,1.043,1.103,49.59,18.7,0.372,3.2,80.94
BAT008963,LG Chem,NMC,74.28,1019,23.56,1.455,0.549,37.87,6.9,0.405,1.56,
BAT008964,Tesla,NMC,66.49,568,32.29,0.5,1.622,66.71,3.5,0.122,2.55,86.17
BAT008965,CATL,NCA,69.35,150,17.45,0.987,0.508,56.51,2.8,0.169,0.48,94.25
BAT008966,CATL,NMC,,629,24.88,0.542,1.637,62.95,16.5,0.211,0.29,90.65
BAT008967,CATL,NMC,68.06,716,13.69,0.623,0.5,82.73,0.5,0.378,5.75,85.23
BAT008968,,NMC,87.77,50,-7.57,0.5,1.714,51.61,6.5,0.271,0.1,97.01
BAT008969,CATL,LFP,71.47,1049,30.51,0.602,0.877,70.2,7.3,0.559,1.08,86.48
BAT008970,Tesla,NMC,89.05,720,31.77,1.075,1.403,45.78,5.5,0.222,2.84,84.46
BAT008971,Tesla,NCA,66.84,505,24.97,0.884,1.083,55.48,5.8,0.285,2.3,88.12
BAT008972,CATL,NMC,,1577,22.49,0.525,0.928,72.73,1.8,0.204,2.81,77.28
BAT008973,Panasonic,NMC,84.43,909,25.61,1.785,0.683,42.08,6.8,0.091,0.38,89.42
BAT008974,,LFP,64.17,1169,,1.592,1.307,58.92,3.8,0.16,9.18,78.02
BAT008975,,NMC,116.37,557,20.99,,1.25,47.95,14.4,0.44,1.81,85.92
BAT008976,CATL,LFP,,50,22.14,0.758,0.877,64.71,0.6,0.143,0.75,90.87
BAT008977,Panasonic,NMC,71.61,338,26.6,,0.933,51.99,0.9,0.164,0.25,92.32
BAT008978,BYD,,64.54,1247,35.05,0.5,2.116,63.31,18.1,0.289,0.16,77.98
BAT008979,CATL,LFP,76.38,1561,34.09,1.303,0.954,71.33,0.2,0.484,1.29,75.57
BAT008980,,LFP,56.76,441,22.77,1.096,1.379,36.16,0.2,0.12,1.44,95.78
BAT008981,BYD,NMC,101.73,656,,1.135,0.737,80.28,3.7,0.11,0.49,92.1
BAT008982,CATL,NMC,,,19.87,1.493,1.049,67.1,0.1,0.414,2.37,83.65
BAT008983,CATL,,73.68,363,14.65,1.439,1.08,76.06,7.7,0.163,5.56,90.13
BAT008984,CATL,LFP,,610,30.1,1.202,0.5,49.63,1.1,0.264,0.18,94.64
BAT008985,Tesla,NMC,64.18,1074,15.25,0.5,1.456,54.23,0.1,0.163,0.87,87.53
BAT008986,CATL,NMC,57.66,446,9.2,1.325,0.66,40.72,3.9,0.141,1.38,89.5
BAT008987,Panasonic,NMC,73.05,594,30.1,1.074,0.535,68.15,1.2,0.249,3.15,86.34
BAT008988,,LFP,76.91,880,29.8,0.628,0.584,54.23,3.6,0.146,1.41,88.33
BAT008989,BYD,NMC,82.96,387,17.43,1.455,,46.36,3.6,0.17,0.32,89.15
BAT008990,CATL,NMC,52.86,547,27.12,1.604,1.457,21.5,1.8,0.186,0.23,91.6
BAT008991,Panasonic,NMC,68.16,204,15.77,0.772,1.102,46.29,3.0,0.104,3.88,
BAT008992,Panasonic,NMC,40.0,878,24.32,2.566,1.184,71.86,4.8,0.375,1.6,83.1
BAT008993,Panasonic,NMC,57.26,582,27.51,0.692,1.028,67.61,7.7,0.1,0.27,92.24
BAT008994,LG Chem,NCA,85.73,1010,29.86,,0.799,,7.4,0.103,0.74,86.43
BAT008995,Panasonic,NMC,89.42,1028,27.77,0.5,0.807,47.74,3.1,0.292,1.88,77.71
BAT008996,LG Chem,NCA,,383,11.74,1.082,0.771,54.9,7.3,0.183,2.32,92.89
BAT008997,Tesla,NMC,70.13,493,27.12,0.882,0.803,40.65,1.8,0.109,4.21,89.88
BAT008998,Samsung SDI,NMC,75.38,559,40.27,,1.008,57.1,6.3,0.283,3.98,82.2
BAT008999,Tesla,NMC,91.17,526,27.75,1.034,1.132,40.41,0.8,0.077,3.71,90.18
BAT009000,Samsung SDI,LFP,97.94,775,15.3,1.71,0.869,47.44,2.5,0.348,0.31,88.62
BAT009001,Samsung SDI,LFP,77.3,2108,42.47,1.505,0.604,90.0,1.7,0.443,2.96,70.99
BAT009002,LG Chem,NMC,71.09,723,21.42,0.969,0.53,76.81,0.2,0.132,0.44,91.18
BAT009003,BYD,NMC,53.34,1342,3.3,0.515,0.951,90.0,3.5,0.152,1.09,85.19
BAT009004,LG Chem,NCA,76.62,488,-5.34,0.559,1.457,55.08,0.9,0.234,0.61,92.15
BAT009005,CATL,NCA,106.12,577,22.55,0.903,1.243,42.92,0.7,0.023,0.44,91.69
BAT009006,Panasonic,NMC,94.35,939,22.88,0.5,0.68,51.57,4.8,0.12,2.53,83.56
BAT009007,Panasonic,LFP,77.62,1781,24.13,0.699,0.823,53.93,0.8,0.388,5.66,75.66
BAT009008,CATL,NMC,79.55,115,19.95,1.252,1.639,73.04,0.6,0.28,,89.39
BAT009009,LG Chem,NMC,,881,30.99,0.823,0.5,48.23,0.1,0.444,2.71,81.8
BAT009010,CATL,NMC,69.64,1840,26.29,0.5,0.59,46.16,10.5,0.066,1.41,80.03
BAT009011,,NMC,77.21,827,21.26,0.5,0.983,68.13,0.4,0.419,2.68,83.19
BAT009012,Panasonic,LFP,77.26,490,42.06,1.193,0.841,21.99,11.7,0.311,0.21,90.7
BAT009013,Tesla,NMC,90.16,456,27.49,1.038,0.5,78.43,1.6,0.163,0.69,89.2
BAT009014,Tesla,LFP,89.43,588,18.32,,0.727,52.36,3.6,0.225,1.63,124.99
BAT009015,Panasonic,NCA,82.81,,23.79,0.5,0.827,53.37,7.4,0.083,2.85,84.74
BAT009016,,NMC,60.01,532,23.78,1.806,0.5,63.48,3.1,0.488,0.42,91.23
BAT009017,Tesla,NMC,60.58,727,20.9,1.397,,25.8,2.2,0.638,1.57,85.47
BAT009018,BYD,LFP,61.68,618,15.5,0.503,0.519,44.92,,0.331,3.99,88.46
BAT009019,Tesla,NMC,78.53,833,20.69,1.568,1.239,56.49,2.4,0.499,2.04,84.24
BAT009020,CATL,NMC,44.61,547,33.86,1.032,0.891,58.27,1.3,,3.45,84.64
BAT009021,Panasonic,NMC,74.91,866,20.46,0.559,0.744,42.17,1.8,0.607,2.87,85.04
BAT009022,BYD,NMC,96.13,950,31.29,0.645,1.373,50.5,0.6,0.073,2.05,86.51
BAT009023,LG Chem,NCA,85.0,418,24.75,2.076,1.201,50.16,1.9,0.426,0.62,89.42
BAT009024,Panasonic,LFP,69.74,460,26.17,1.087,1.311,52.37,5.8,0.267,1.18,88.85
BAT009025,LG Chem,NMC,64.53,1854,16.43,0.5,,51.22,1.4,0.204,0.59,77.62
BAT009026,LG Chem,NMC,87.09,1090,33.15,1.045,1.09,57.78,3.2,,2.6,84.39
BAT009027,CATL,,79.59,1805,39.42,2.153,0.5,37.15,0.1,0.215,1.77,68.25
BAT009028,Tesla,NMC,71.3,651,20.11,0.729,1.073,32.92,5.1,0.019,0.34,92.79
BAT009029,Samsung SDI,NMC,66.16,541,,1.061,0.5,56.53,2.5,0.239,2.98,86.62
BAT009030,LG Chem,NCA,76.15,534,16.12,1.129,1.313,46.57,0.5,0.065,1.25,90.66
BAT009031,Panasonic,NCA,70.45,287,24.62,1.551,0.835,55.72,1.6,0.51,0.55,91.19
BAT009032,BYD,NMC,86.77,746,16.79,1.09,0.94,61.56,3.1,,2.12,93.35
BAT009033,Panasonic,NMC,93.62,861,27.64,1.373,0.566,45.81,0.2,0.082,0.24,87.54
BAT009034,BYD,NMC,54.49,1244,23.57,1.857,1.001,18.59,0.3,0.367,2.15,86.19
BAT009035,LG Chem,NMC,,323,24.64,0.678,0.866,78.27,3.3,0.316,0.1,91.59
BAT009036,BYD,LFP,95.22,488,34.18,1.644,0.684,67.95,8.2,0.11,0.26,92.5
BAT009037,Tesla,NMC,77.49,653,33.7,1.711,0.987,20.31,4.2,0.292,1.92,87.37
BAT009038,BYD,NMC,58.03,1214,23.79,0.5,1.071,35.82,1.2,0.245,0.53,85.06
BAT009039,BYD,NMC,89.75,809,39.4,0.551,0.622,,1.9,0.303,8.6,75.19
BAT009040,Panasonic,NCA,80.13,836,33.05,2.229,,36.83,0.5,0.148,4.87,81.47
BAT009041,Tesla,NMC,108.05,510,32.77,1.093,0.901,,15.9,0.216,3.19,85.56
BAT009042,Panasonic,NMC,71.47,716,26.03,1.022,1.108,60.26,6.8,0.544,1.5,85.5
BAT009043,Samsung SDI,NCA,91.63,396,27.31,,1.027,45.61,1.2,0.432,0.15,89.57
BAT009044,Panasonic,NMC,53.27,408,23.01,,1.443,15.7,4.2,0.394,0.1,92.28
BAT009045,LG Chem,NMC,95.94,671,41.34,0.981,,45.18,6.4,0.422,5.27,
BAT009046,Tesla,NMC,89.16,514,27.79,1.066,1.565,55.37,0.1,0.119,1.93,88.78
BAT009047,LG Chem,NMC,99.07,961,24.42,0.5,1.082,45.19,2.9,0.192,1.13,88.9
BAT009048,CATL,NMC,91.66,861,28.52,0.659,1.22,53.81,8.9,0.705,0.91,82.81
BAT009049,Samsung SDI,NMC,73.51,73,26.9,0.5,,62.1,11.1,0.135,2.61,96.36
BAT009050,LG Chem,NMC,57.43,866,39.44,0.51,0.763,60.52,0.5,0.08,1.03,88.25
BAT009051,BYD,NMC,65.97,736,24.85,1.771,0.631,65.47,0.3,0.189,0.76,90.26
BAT009052,CATL,NMC,48.58,,30.36,0.61,0.59,57.77,4.5,0.497,0.4,88.76
BAT009053,Tesla,NMC,,904,24.16,2.055,1.207,69.19,0.4,0.046,1.42,88.11
BAT009054,Panasonic,NMC,81.39,619,13.19,0.547,1.117,65.67,2.0,0.183,1.59,88.38
BAT009055,CATL,NMC,74.28,435,25.01,1.764,,50.24,4.9,0.02,2.01,94.28
BAT009056,Samsung SDI,NCA,71.65,569,30.97,1.771,0.969,53.82,20.1,0.316,0.1,88.5
BAT009057,BYD,NMC,63.1,615,,1.436,0.709,63.2,2.0,0.407,2.65,85.42
BAT009058,Panasonic,NMC,48.41,336,16.91,1.516,0.895,34.88,2.8,0.327,7.99,85.88
BAT009059,Panasonic,LFP,77.73,754,36.1,0.5,0.908,57.25,2.8,,0.79,87.49
BAT009060,,NMC,80.69,540,16.67,0.692,1.248,41.52,0.8,0.056,4.34,88.44
BAT009061,Samsung SDI,LFP,60.13,994,19.59,0.5,0.5,57.69,2.1,0.282,1.15,86.49
BAT009062,BYD,LFP,67.0,159,17.12,1.3,1.613,65.27,1.1,0.474,0.99,90.98
BAT009063,BYD,LFP,98.13,711,-6.34,0.697,0.674,51.2,3.9,0.353,0.23,
BAT009064,LG Chem,LFP,92.39,561,,0.5,0.97,61.61,4.5,0.131,0.22,94.39
BAT009065,LG Chem,NMC,52.73,461,29.28,0.5,1.572,,0.9,0.336,1.49,
BAT009066,LG Chem,LFP,73.73,642,20.89,0.982,0.662,57.74,2.0,0.604,4.47,87.09
BAT009067,Panasonic,NMC,96.82,611,28.95,0.724,0.5,69.65,0.5,0.112,0.1,91.62
BAT009068,LG Chem,NMC,71.75,618,30.38,1.223,0.679,72.2,4.4,,0.74,85.86
BAT009069,Tesla,NCA,70.97,1243,22.7,0.697,0.649,52.22,0.5,0.474,2.22,83.07
BAT009070,Tesla,,91.39,596,,1.289,1.211,42.02,1.8,0.052,1.57,92.98
BAT009071,Samsung SDI,NCA,89.81,491,35.6,0.5,0.814,,,0.287,0.73,85.32
BAT009072,BYD,NMC,89.03,729,20.31,1.097,1.614,81.38,,0.195,0.34,91.56
BAT009073,LG Chem,NMC,71.07,233,9.53,1.517,1.281,74.11,2.4,0.467,1.12,90.21
BAT009074,,NMC,84.94,316,22.28,1.7,,53.42,8.4,0.086,2.91,92.54
BAT009075,Panasonic,LFP,97.42,1077,29.09,,1.454,53.29,4.4,0.411,4.44,84.08
BAT009076,BYD,NMC,74.25,667,30.14,0.882,0.5,72.69,3.7,,5.39,82.5
BAT009077,BYD,,68.95,435,17.04,0.5,1.117,75.88,4.0,0.291,0.5,96.24
BAT009078,BYD,NMC,,538,12.06,0.5,0.86,,5.8,0.126,2.48,88.83
BAT009079,BYD,LFP,105.68,499,1.18,0.675,0.628,54.35,1.2,0.025,1.51,92.31
BAT009080,Panasonic,NMC,106.73,501,28.62,0.5,0.5,54.0,3.0,0.366,3.21,87.87
BAT009081,,LFP,69.38,468,32.83,0.5,0.571,63.15,2.6,0.689,3.17,85.71
BAT009082,,NMC,70.89,301,32.02,0.675,0.5,57.51,9.0,0.512,2.14,87.99
BAT009083,Panasonic,NMC,59.56,494,26.03,0.513,1.557,20.16,0.3,0.343,,87.84
BAT009084,BYD,NMC,76.77,742,18.57,1.76,0.998,47.85,1.4,0.076,1.96,91.73
BAT009085,Panasonic,NCA,58.89,1552,21.62,0.5,0.5,37.48,1.6,0.102,0.42,80.63
BAT009086,Tesla,NMC,67.1,867,23.3,1.226,0.5,38.43,0.9,0.483,6.39,79.26
BAT009087,LG Chem,NMC,85.52,944,18.59,0.5,1.477,48.69,0.3,0.186,1.38,88.5
BAT009088,Samsung SDI,LFP,80.85,579,32.57,,0.85,69.33,2.1,0.071,2.85,90.46
BAT009089,Panasonic,NMC,47.84,1057,32.2,1.269,1.272,63.57,0.6,0.242,1.75,84.42
BAT009090,CATL,LFP,98.55,527,15.23,0.5,1.723,66.95,4.2,,2.35,91.31
BAT009091,LG Chem,NMC,58.7,419,22.75,1.769,1.394,89.4,2.4,0.174,0.25,94.62
BAT009092,Tesla,NMC,,669,39.44,0.972,1.417,48.5,4.6,0.317,0.51,82.73
BAT009093,LG Chem,NMC,,1119,33.14,0.867,1.04,83.08,6.4,0.416,5.64,76.46
BAT009094,CATL,NMC,65.08,637,26.32,1.007,1.021,67.23,6.6,0.271,3.52,86.08
BAT009095,LG Chem,LFP,61.55,261,32.67,1.368,0.692,60.43,3.5,0.379,,90.0
BAT009096,BYD,,61.91,448,36.55,1.39,1.094,66.24,1.1,0.504,2.73,87.0
BAT009097,Panasonic,NMC,40.0,422,25.66,1.51,0.964,,1.2,0.403,3.51,
BAT009098,Tesla,NCA,76.95,247,15.5,0.964,0.694,83.09,3.8,0.111,4.6,
BAT009099,Samsung SDI,NMC,78.48,667,31.02,0.5,0.547,75.18,3.5,0.422,0.21,90.6
BAT009100,Panasonic,NMC,108.67,671,31.38,2.126,0.909,30.86,3.1,0.191,0.92,89.58
BAT009101,CATL,LFP,82.3,796,17.96,1.636,,39.43,4.1,0.323,0.96,91.59
BAT009102,BYD,LFP,67.55,709,26.82,0.5,1.337,48.29,0.9,0.357,1.1,87.21
BAT009103,Panasonic,NMC,56.99,499,19.47,0.606,1.531,46.77,,0.135,4.96,86.57
BAT009104,BYD,,73.56,366,13.49,0.5,0.746,,3.9,0.487,1.0,89.04
BAT009105,Tesla,NMC,81.73,418,26.54,,1.022,,2.4,0.352,0.4,90.59
BAT009106,Panasonic,LFP,67.45,835,-2.91,0.782,0.639,69.49,3.3,0.439,1.84,87.53
BAT009107,Tesla,,75.92,687,6.51,1.5,1.384,50.63,3.0,0.36,2.84,84.46
BAT009108,BYD,LFP,103.46,990,26.24,0.53,0.509,67.21,9.3,0.328,5.74,81.12
BAT009109,Panasonic,NMC,69.24,,15.67,1.316,0.5,64.05,4.2,0.33,0.59,92.52
BAT009110,BYD,LFP,46.7,368,29.4,1.539,0.5,56.42,5.2,0.279,0.1,94.25
BAT009111,Samsung SDI,LFP,88.1,210,21.13,1.61,1.082,52.46,5.1,0.316,5.17,86.76
BAT009112,LG Chem,NMC,79.71,972,19.55,,0.5,65.76,2.7,0.568,3.77,79.0
BAT009113,CATL,NMC,49.37,731,31.18,1.103,1.246,69.63,4.9,0.098,10.79,77.84
BAT009114,LG Chem,NCA,81.41,676,16.49,0.5,0.597,76.29,4.1,0.262,0.66,
BAT009115,Panasonic,NMC,60.03,558,23.52,1.967,0.5,32.91,0.9,0.33,0.13,88.97
BAT009116,LG Chem,NMC,81.62,1280,16.96,0.5,1.213,,3.4,0.258,3.85,81.28
BAT009117,CATL,NMC,103.61,544,22.9,0.5,0.679,42.42,0.1,0.428,2.73,87.43
BAT009118,Samsung SDI,LFP,72.35,777,9.65,1.101,0.652,45.38,1.3,0.645,1.25,89.13
BAT009119,Samsung SDI,NCA,91.25,1020,28.79,0.605,1.211,27.36,1.8,0.28,0.48,83.09
BAT009120,BYD,LFP,56.57,2072,27.73,0.5,1.266,64.35,0.1,0.124,0.28,81.43
BAT009121,Samsung SDI,NMC,52.21,1121,40.24,1.541,0.96,62.48,18.2,0.193,0.61,81.3
BAT009122,LG Chem,LFP,105.26,50,26.7,0.5,1.196,48.6,2.4,0.616,0.63,88.46
BAT009123,CATL,LFP,79.62,798,18.68,0.978,0.63,58.62,7.5,0.6,0.29,85.45
BAT009124,Samsung SDI,LFP,84.55,447,31.94,0.698,0.86,90.0,,0.153,10.26,80.6
BAT009125,LG Chem,NMC,92.28,994,,1.681,0.5,54.44,3.4,0.428,0.45,85.94
BAT009126,Samsung SDI,LFP,67.08,2138,34.15,1.138,1.095,36.45,0.2,0.197,0.96,80.56
BAT009127,LG Chem,NMC,87.38,652,11.27,0.57,1.2,63.41,1.6,0.195,4.81,85.2
BAT009128,CATL,NMC,85.1,1379,20.09,1.194,0.972,54.36,2.3,0.398,1.93,81.52
BAT009129,CATL,NMC,55.58,833,18.65,1.461,1.349,47.57,5.2,0.118,0.58,88.16
BAT009130,Samsung SDI,NCA,97.69,118,35.7,0.928,0.886,53.88,0.9,0.598,,90.04
BAT009131,Panasonic,NMC,94.6,620,30.64,0.5,0.822,58.43,5.7,0.179,0.5,90.03
BAT009132,BYD,NCA,55.74,753,32.91,1.544,0.669,49.32,4.7,0.591,0.43,81.59
BAT009133,LG Chem,NMC,78.0,865,-8.79,0.81,0.5,47.61,0.5,0.2,0.57,89.03
